Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday
5,7,2013-12-29,0,0,0,0,0,0
6,7,2013-12-29,0,0,0,0,0,0
7,7,2013-12-29,0,0,0,0,0,0
8,7,2013-12-29,0,0,0,0,0,0
9,7,2013-12-29,0,0,0,0,0,0
10,7,2013-12-29,0,0,0,0,0,1
11,7,2013-12-29,0,0,0,0,0,0
12,7,2013-12-29,0,0,0,0,0,0
13,7,2013-12-29,0,0,0,0,0,0
14,7,2013-12-29,0,0,0,0,0,0
15,7,2013-12-29,0,0,0,0,0,0
16,7,2013-12-29,0,0,0,0,0,0
17,7,2013-12-29,0,0,0,0,0,0
18,7,2013-12-29,0,0,0,0,0,0
19,7,2013-12-29,0,0,0,0,0,0
20,7,2013-12-29,0,0,0,0,0,0
1,6,2013-12-28,5659,716,1,0,0,1
2,6,2013-12-28,3561,416,1,0,0,0
3,6,2013-12-28,3927,420,1,0,0,0
4,6,2013-12-28,10954,1482,1,0,0,0
5,6,2013-12-28,2303,266,1,0,0,0
6,6,2013-12-28,3717,477,1,0,0,0
7,6,2013-12-28,6003,635,1,0,0,0
8,6,2013-12-28,2481,312,1,0,0,0
9,6,2013-12-28,5981,500,1,0,0,0
10,6,2013-12-28,4762,513,1,0,0,1
11,6,2013-12-28,7055,1033,1,0,0,0
12,6,2013-12-28,6982,844,1,0,0,0
13,6,2013-12-28,3886,379,1,0,0,0
14,6,2013-12-28,3515,394,1,0,0,0
15,6,2013-12-28,6315,668,1,0,0,0
16,6,2013-12-28,5635,545,1,0,0,0
17,6,2013-12-28,3135,426,1,0,0,0
18,6,2013-12-28,4988,564,1,0,0,0
19,6,2013-12-28,4495,429,1,0,0,0
20,6,2013-12-28,5229,506,1,0,0,0
1,5,2013-12-27,6110,737,1,0,0,1
2,5,2013-12-27,5582,659,1,0,0,1
3,5,2013-12-27,8158,966,1,0,0,1
4,5,2013-12-27,11159,1569,1,0,0,1
5,5,2013-12-27,5516,655,1,0,0,1
6,5,2013-12-27,4915,613,1,0,0,1
7,5,2013-12-27,9408,1072,1,0,0,1
8,5,2013-12-27,4777,560,1,0,0,1
9,5,2013-12-27,6141,538,1,0,0,1
10,5,2013-12-27,5094,555,1,0,0,1
11,5,2013-12-27,9504,1362,1,0,0,1
12,5,2013-12-27,7960,948,1,0,0,1
13,5,2013-12-27,4711,409,1,0,0,1
14,5,2013-12-27,5914,703,1,0,0,1
15,5,2013-12-27,7828,781,1,0,0,1
16,5,2013-12-27,8079,882,1,0,0,1
17,5,2013-12-27,7191,953,1,0,0,1
18,5,2013-12-27,8159,898,1,0,0,1
19,5,2013-12-27,5459,576,1,0,0,1
20,5,2013-12-27,6196,705,1,0,0,1
1,4,2013-12-26,0,0,0,0,c,1
2,4,2013-12-26,0,0,0,0,c,1
3,4,2013-12-26,0,0,0,0,c,1
4,4,2013-12-26,0,0,0,0,c,1
5,4,2013-12-26,0,0,0,0,c,1
6,4,2013-12-26,0,0,0,0,c,1
7,4,2013-12-26,0,0,0,0,c,1
8,4,2013-12-26,0,0,0,0,c,1
9,4,2013-12-26,0,0,0,0,c,1
10,4,2013-12-26,0,0,0,0,c,1
11,4,2013-12-26,0,0,0,0,c,1
12,4,2013-12-26,0,0,0,0,c,1
13,4,2013-12-26,0,0,0,0,c,1
14,4,2013-12-26,0,0,0,0,c,1
15,4,2013-12-26,0,0,0,0,c,1
16,4,2013-12-26,0,0,0,0,c,1
17,4,2013-12-26,0,0,0,0,c,1
18,4,2013-12-26,0,0,0,0,c,1
19,4,2013-12-26,0,0,0,0,c,1
20,4,2013-12-26,0,0,0,0,c,1
1,3,2013-12-25,0,0,0,0,c,1
2,3,2013-12-25,0,0,0,0,c,1
3,3,2013-12-25,0,0,0,0,c,1
4,3,2013-12-25,0,0,0,0,c,1
5,3,2013-12-25,0,0,0,0,c,1
6,3,2013-12-25,0,0,0,0,c,1
7,3,2013-12-25,0,0,0,0,c,1
8,3,2013-12-25,0,0,0,0,c,1
9,3,2013-12-25,0,0,0,0,c,1
10,3,2013-12-25,0,0,0,0,c,1
11,3,2013-12-25,0,0,0,0,c,1
12,3,2013-12-25,0,0,0,0,c,1
13,3,2013-12-25,0,0,0,0,c,1
14,3,2013-12-25,0,0,0,0,c,1
15,3,2013-12-25,0,0,0,0,c,1
16,3,2013-12-25,0,0,0,0,c,1
17,3,2013-12-25,0,0,0,0,c,1
18,3,2013-12-25,0,0,0,0,c,1
19,3,2013-12-25,0,0,0,0,c,1
20,3,2013-12-25,0,0,0,0,c,1
1,2,2013-12-24,3204,385,1,0,0,1
2,2,2013-12-24,2407,277,1,0,0,1
3,2,2013-12-24,4460,625,1,0,0,1
4,2,2013-12-24,6786,868,1,0,0,1
5,2,2013-12-24,3091,319,1,0,0,1
6,2,2013-12-24,3449,414,1,0,0,1
7,2,2013-12-24,5003,564,1,0,0,1
8,2,2013-12-24,3311,362,1,0,0,1
9,2,2013-12-24,3932,412,1,0,0,1
10,2,2013-12-24,3915,456,1,0,0,1
11,2,2013-12-24,6445,896,1,0,0,1
12,2,2013-12-24,4267,634,1,0,0,1
13,2,2013-12-24,2795,276,1,0,0,1
14,2,2013-12-24,3503,464,1,0,0,1
15,2,2013-12-24,4361,455,1,0,0,1
16,2,2013-12-24,6447,613,1,0,0,1
17,2,2013-12-24,3253,434,1,0,0,1
18,2,2013-12-24,4259,502,1,0,0,1
19,2,2013-12-24,4102,401,1,0,0,1
20,2,2013-12-24,3682,374,1,0,0,1
1,1,2013-12-23,9528,1130,1,0,0,1
2,1,2013-12-23,8640,971,1,0,0,1
3,1,2013-12-23,14461,1579,1,0,0,1
4,1,2013-12-23,16941,2139,1,0,0,1
5,1,2013-12-23,10877,1081,1,0,0,1
6,1,2013-12-23,9914,1093,1,0,0,1
7,1,2013-12-23,16186,1691,1,0,0,1
8,1,2013-12-23,8753,976,1,0,0,1
9,1,2013-12-23,11032,1019,1,0,0,1
10,1,2013-12-23,9534,1060,1,0,0,1
11,1,2013-12-23,22822,2849,1,0,0,1
12,1,2013-12-23,12694,1659,1,0,0,1
13,1,2013-12-23,7081,626,1,0,0,1
14,1,2013-12-23,9792,1169,1,0,0,1
15,1,2013-12-23,12123,1259,1,0,0,1
16,1,2013-12-23,13845,1354,1,0,0,1
17,1,2013-12-23,12700,1530,1,0,0,1
18,1,2013-12-23,13519,1300,1,0,0,1
19,1,2013-12-23,10640,1043,1,0,0,1
20,1,2013-12-23,11753,1164,1,0,0,1
1,7,2013-12-22,0,0,0,0,0,0
2,7,2013-12-22,0,0,0,0,0,0
3,7,2013-12-22,0,0,0,0,0,0
4,7,2013-12-22,0,0,0,0,0,0
5,7,2013-12-22,0,0,0,0,0,0
6,7,2013-12-22,0,0,0,0,0,0
7,7,2013-12-22,0,0,0,0,0,0
8,7,2013-12-22,0,0,0,0,0,0
9,7,2013-12-22,0,0,0,0,0,0
10,7,2013-12-22,0,0,0,0,0,0
11,7,2013-12-22,0,0,0,0,0,0
12,7,2013-12-22,0,0,0,0,0,0
13,7,2013-12-22,0,0,0,0,0,0
14,7,2013-12-22,0,0,0,0,0,0
15,7,2013-12-22,0,0,0,0,0,0
16,7,2013-12-22,0,0,0,0,0,0
17,7,2013-12-22,0,0,0,0,0,0
18,7,2013-12-22,0,0,0,0,0,0
19,7,2013-12-22,0,0,0,0,0,0
20,7,2013-12-22,0,0,0,0,0,0
1,6,2013-12-21,8043,927,1,0,0,0
2,6,2013-12-21,4941,539,1,0,0,0
3,6,2013-12-21,8215,997,1,0,0,0
4,6,2013-12-21,14207,1825,1,0,0,0
5,6,2013-12-21,3995,351,1,0,0,0
6,6,2013-12-21,5524,613,1,0,0,0
7,6,2013-12-21,8942,847,1,0,0,0
8,6,2013-12-21,4307,518,1,0,0,0
9,6,2013-12-21,9456,763,1,0,0,0
10,6,2013-12-21,7007,740,1,0,0,0
11,6,2013-12-21,14764,1691,1,0,0,0
12,6,2013-12-21,10151,1221,1,0,0,0
13,6,2013-12-21,6480,526,1,0,0,0
14,6,2013-12-21,5294,592,1,0,0,0
15,6,2013-12-21,7903,786,1,0,0,0
16,6,2013-12-21,8809,845,1,0,0,0
17,6,2013-12-21,6345,744,1,0,0,0
18,6,2013-12-21,6895,660,1,0,0,0
19,6,2013-12-21,6442,557,1,0,0,0
20,6,2013-12-21,7960,727,1,0,0,0
1,5,2013-12-20,8414,895,1,1,0,0
2,5,2013-12-20,7574,801,1,1,0,0
3,5,2013-12-20,12352,1227,1,1,0,0
4,5,2013-12-20,14757,1904,1,1,0,0
5,5,2013-12-20,8129,782,1,1,0,0
6,5,2013-12-20,8857,909,1,1,0,0
7,5,2013-12-20,14451,1371,1,1,0,0
8,5,2013-12-20,8010,826,1,1,0,0
9,5,2013-12-20,9849,830,1,1,0,0
10,5,2013-12-20,8268,866,1,1,0,0
11,5,2013-12-20,17565,2144,1,1,0,0
12,5,2013-12-20,11173,1290,1,1,0,0
13,5,2013-12-20,7997,564,1,1,0,0
14,5,2013-12-20,8295,909,1,1,0,0
15,5,2013-12-20,9974,914,1,1,0,0
16,5,2013-12-20,11139,1106,1,1,0,0
17,5,2013-12-20,10798,1236,1,1,0,0
18,5,2013-12-20,11788,1092,1,1,0,0
19,5,2013-12-20,9762,877,1,1,0,0
20,5,2013-12-20,8872,963,1,1,0,0
1,4,2013-12-19,6788,782,1,1,0,0
2,4,2013-12-19,8559,823,1,1,0,0
3,4,2013-12-19,10463,1105,1,1,0,0
4,4,2013-12-19,13259,1788,1,1,0,0
5,4,2013-12-19,8331,818,1,1,0,0
6,4,2013-12-19,8291,840,1,1,0,0
7,4,2013-12-19,12051,1163,1,1,0,0
8,4,2013-12-19,7867,908,1,1,0,0
9,4,2013-12-19,8222,673,1,1,0,0
10,4,2013-12-19,7536,777,1,1,0,0
11,4,2013-12-19,16402,1976,1,1,0,0
12,4,2013-12-19,11470,1300,1,1,0,0
13,4,2013-12-19,8004,551,1,1,0,0
14,4,2013-12-19,7529,775,1,1,0,0
15,4,2013-12-19,9365,873,1,1,0,0
16,4,2013-12-19,10754,1112,1,1,0,0
17,4,2013-12-19,11216,1191,1,1,0,0
18,4,2013-12-19,10863,1003,1,1,0,0
19,4,2013-12-19,9121,795,1,1,0,0
20,4,2013-12-19,11630,1218,1,1,0,0
1,3,2013-12-18,7821,828,1,1,0,0
2,3,2013-12-18,10019,1011,1,1,0,0
3,3,2013-12-18,12564,1198,1,1,0,0
4,3,2013-12-18,13440,1704,1,1,0,0
5,3,2013-12-18,9315,881,1,1,0,0
6,3,2013-12-18,7958,847,1,1,0,0
7,3,2013-12-18,12917,1267,1,1,0,0
8,3,2013-12-18,8575,892,1,1,0,0
9,3,2013-12-18,8672,674,1,1,0,0
10,3,2013-12-18,7893,737,1,1,0,0
11,3,2013-12-18,19659,2247,1,1,0,0
12,3,2013-12-18,13211,1361,1,1,0,0
13,3,2013-12-18,8187,548,1,1,0,0
14,3,2013-12-18,8494,846,1,1,0,0
15,3,2013-12-18,10233,871,1,1,0,0
16,3,2013-12-18,12259,1177,1,1,0,0
17,3,2013-12-18,12929,1325,1,1,0,0
18,3,2013-12-18,10431,990,1,1,0,0
19,3,2013-12-18,9932,887,1,1,0,0
20,3,2013-12-18,11491,1141,1,1,0,0
1,2,2013-12-17,7356,808,1,1,0,0
2,2,2013-12-17,10374,882,1,1,0,0
3,2,2013-12-17,14555,1284,1,1,0,0
4,2,2013-12-17,14471,1791,1,1,0,0
5,2,2013-12-17,9413,812,1,1,0,0
6,2,2013-12-17,9041,890,1,1,0,0
7,2,2013-12-17,14900,1340,1,1,0,0
8,2,2013-12-17,9375,886,1,1,0,0
9,2,2013-12-17,9620,746,1,1,0,0
10,2,2013-12-17,8109,774,1,1,0,0
11,2,2013-12-17,18351,2072,1,1,0,0
12,2,2013-12-17,13145,1342,1,1,0,0
13,2,2013-12-17,8873,575,1,1,0,0
14,2,2013-12-17,8580,909,1,1,0,0
15,2,2013-12-17,11383,884,1,1,0,0
16,2,2013-12-17,13073,1220,1,1,0,0
17,2,2013-12-17,14280,1416,1,1,0,0
18,2,2013-12-17,10795,938,1,1,0,0
19,2,2013-12-17,10554,852,1,1,0,0
20,2,2013-12-17,12849,1169,1,1,0,0
1,1,2013-12-16,8277,825,1,1,0,0
2,1,2013-12-16,10479,925,1,1,0,0
3,1,2013-12-16,14647,1282,1,1,0,0
4,1,2013-12-16,16843,1970,1,1,0,0
5,1,2013-12-16,11692,968,1,1,0,0
6,1,2013-12-16,11139,1109,1,1,0,0
7,1,2013-12-16,18413,1490,1,1,0,0
8,1,2013-12-16,10322,1001,1,1,0,0
9,1,2013-12-16,11444,865,1,1,0,0
10,1,2013-12-16,9123,853,1,1,0,0
11,1,2013-12-16,20943,2197,1,1,0,0
12,1,2013-12-16,16747,1617,1,1,0,0
13,1,2013-12-16,10455,649,1,1,0,0
14,1,2013-12-16,10520,985,1,1,0,0
15,1,2013-12-16,13392,1002,1,1,0,0
16,1,2013-12-16,15288,1347,1,1,0,0
17,1,2013-12-16,17845,1525,1,1,0,0
18,1,2013-12-16,14671,1148,1,1,0,0
19,1,2013-12-16,12729,1023,1,1,0,0
20,1,2013-12-16,12595,1231,1,1,0,0
1,7,2013-12-15,0,0,0,0,0,0
2,7,2013-12-15,0,0,0,0,0,0
3,7,2013-12-15,0,0,0,0,0,0
4,7,2013-12-15,0,0,0,0,0,0
5,7,2013-12-15,0,0,0,0,0,0
6,7,2013-12-15,0,0,0,0,0,0
7,7,2013-12-15,0,0,0,0,0,0
8,7,2013-12-15,0,0,0,0,0,0
9,7,2013-12-15,0,0,0,0,0,0
10,7,2013-12-15,0,0,0,0,0,0
11,7,2013-12-15,0,0,0,0,0,0
12,7,2013-12-15,0,0,0,0,0,0
13,7,2013-12-15,0,0,0,0,0,0
14,7,2013-12-15,0,0,0,0,0,0
15,7,2013-12-15,0,0,0,0,0,0
16,7,2013-12-15,0,0,0,0,0,0
17,7,2013-12-15,0,0,0,0,0,0
18,7,2013-12-15,0,0,0,0,0,0
19,7,2013-12-15,0,0,0,0,0,0
20,7,2013-12-15,0,0,0,0,0,0
1,6,2013-12-14,6119,743,1,0,0,0
2,6,2013-12-14,3236,353,1,0,0,0
3,6,2013-12-14,6688,721,1,0,0,0
4,6,2013-12-14,12110,1643,1,0,0,0
5,6,2013-12-14,2014,225,1,0,0,0
6,6,2013-12-14,5885,597,1,0,0,0
7,6,2013-12-14,7511,698,1,0,0,0
8,6,2013-12-14,3346,369,1,0,0,0
9,6,2013-12-14,6208,558,1,0,0,0
10,6,2013-12-14,5689,575,1,0,0,0
11,6,2013-12-14,12673,1549,1,0,0,0
12,6,2013-12-14,8452,997,1,0,0,0
13,6,2013-12-14,5078,388,1,0,0,0
14,6,2013-12-14,3806,444,1,0,0,0
15,6,2013-12-14,5859,609,1,0,0,0
16,6,2013-12-14,6580,664,1,0,0,0
17,6,2013-12-14,4769,554,1,0,0,0
18,6,2013-12-14,4990,530,1,0,0,0
19,6,2013-12-14,5208,435,1,0,0,0
20,6,2013-12-14,6029,583,1,0,0,0
1,5,2013-12-13,4703,594,1,0,0,0
2,5,2013-12-13,4808,546,1,0,0,0
3,5,2013-12-13,7146,877,1,0,0,0
4,5,2013-12-13,8689,1268,1,0,0,0
5,5,2013-12-13,5021,573,1,0,0,0
6,5,2013-12-13,7312,817,1,0,0,0
7,5,2013-12-13,8140,872,1,0,0,0
8,5,2013-12-13,4975,595,1,0,0,0
9,5,2013-12-13,5633,512,1,0,0,0
10,5,2013-12-13,6023,628,1,0,0,0
11,5,2013-12-13,11690,1503,1,0,0,0
12,5,2013-12-13,8465,1064,1,0,0,0
13,5,2013-12-13,4619,383,1,0,0,0
14,5,2013-12-13,5845,720,1,0,0,0
15,5,2013-12-13,6875,678,1,0,0,0
16,5,2013-12-13,7373,875,1,0,0,0
17,5,2013-12-13,6515,870,1,0,0,0
18,5,2013-12-13,7272,813,1,0,0,0
19,5,2013-12-13,6296,645,1,0,0,0
20,5,2013-12-13,7819,869,1,0,0,0
1,4,2013-12-12,4074,558,1,0,0,0
2,4,2013-12-12,5232,591,1,0,0,0
3,4,2013-12-12,6921,850,1,0,0,0
4,4,2013-12-12,8463,1269,1,0,0,0
5,4,2013-12-12,5048,571,1,0,0,0
6,4,2013-12-12,6717,798,1,0,0,0
7,4,2013-12-12,8491,909,1,0,0,0
8,4,2013-12-12,5784,756,1,0,0,0
9,4,2013-12-12,5296,514,1,0,0,0
10,4,2013-12-12,5663,606,1,0,0,0
11,4,2013-12-12,10857,1438,1,0,0,0
12,4,2013-12-12,7215,924,1,0,0,0
13,4,2013-12-12,3572,293,1,0,0,0
14,4,2013-12-12,5170,621,1,0,0,0
15,4,2013-12-12,6647,654,1,0,0,0
16,4,2013-12-12,7067,866,1,0,0,0
17,4,2013-12-12,7857,946,1,0,0,0
18,4,2013-12-12,6451,716,1,0,0,0
19,4,2013-12-12,5729,621,1,0,0,0
20,4,2013-12-12,8421,1041,1,0,0,0
1,3,2013-12-11,4301,543,1,0,0,0
2,3,2013-12-11,6052,732,1,0,0,0
3,3,2013-12-11,7577,887,1,0,0,0
4,3,2013-12-11,8480,1176,1,0,0,0
5,3,2013-12-11,5517,637,1,0,0,0
6,3,2013-12-11,6498,772,1,0,0,0
7,3,2013-12-11,8632,966,1,0,0,0
8,3,2013-12-11,4912,633,1,0,0,0
9,3,2013-12-11,5635,526,1,0,0,0
10,3,2013-12-11,5002,576,1,0,0,0
11,3,2013-12-11,10674,1517,1,0,0,0
12,3,2013-12-11,7982,973,1,0,0,0
13,3,2013-12-11,3607,296,1,0,0,0
14,3,2013-12-11,5649,631,1,0,0,0
15,3,2013-12-11,6523,656,1,0,0,0
16,3,2013-12-11,7238,848,1,0,0,0
17,3,2013-12-11,6429,855,1,0,0,0
18,3,2013-12-11,7531,783,1,0,0,0
19,3,2013-12-11,6222,639,1,0,0,0
20,3,2013-12-11,8243,921,1,0,0,0
1,2,2013-12-10,4228,581,1,0,0,0
2,2,2013-12-10,4994,629,1,0,0,0
3,2,2013-12-10,6595,841,1,0,0,0
4,2,2013-12-10,8150,1220,1,0,0,0
5,2,2013-12-10,4973,574,1,0,0,0
6,2,2013-12-10,7418,874,1,0,0,0
7,2,2013-12-10,9551,1076,1,0,0,0
8,2,2013-12-10,5388,684,1,0,0,0
9,2,2013-12-10,5725,544,1,0,0,0
10,2,2013-12-10,5908,629,1,0,0,0
11,2,2013-12-10,11454,1503,1,0,0,0
12,2,2013-12-10,7765,952,1,0,0,0
13,2,2013-12-10,3098,304,1,0,0,0
14,2,2013-12-10,5258,651,1,0,0,0
15,2,2013-12-10,6665,651,1,0,0,0
16,2,2013-12-10,7754,936,1,0,0,0
17,2,2013-12-10,7300,977,1,0,0,0
18,2,2013-12-10,6453,685,1,0,0,0
19,2,2013-12-10,6081,630,1,0,0,0
20,2,2013-12-10,8620,999,1,0,0,0
1,1,2013-12-09,4462,576,1,0,0,0
2,1,2013-12-09,4392,587,1,0,0,0
3,1,2013-12-09,5478,716,1,0,0,0
4,1,2013-12-09,8907,1316,1,0,0,0
5,1,2013-12-09,3879,477,1,0,0,0
6,1,2013-12-09,6090,723,1,0,0,0
7,1,2013-12-09,10010,1039,1,0,0,0
8,1,2013-12-09,5099,659,1,0,0,0
9,1,2013-12-09,6350,596,1,0,0,0
10,1,2013-12-09,5036,548,1,0,0,0
11,1,2013-12-09,10871,1486,1,0,0,0
12,1,2013-12-09,7199,931,1,0,0,0
13,1,2013-12-09,4531,373,1,0,0,0
14,1,2013-12-09,5926,727,1,0,0,0
15,1,2013-12-09,7072,737,1,0,0,0
16,1,2013-12-09,7562,957,1,0,0,0
17,1,2013-12-09,6355,858,1,0,0,0
18,1,2013-12-09,6111,719,1,0,0,0
19,1,2013-12-09,6307,667,1,0,0,0
20,1,2013-12-09,8569,1000,1,0,0,0
1,7,2013-12-08,0,0,0,0,0,0
2,7,2013-12-08,0,0,0,0,0,0
3,7,2013-12-08,0,0,0,0,0,0
4,7,2013-12-08,0,0,0,0,0,0
5,7,2013-12-08,0,0,0,0,0,0
6,7,2013-12-08,0,0,0,0,0,0
7,7,2013-12-08,0,0,0,0,0,0
8,7,2013-12-08,0,0,0,0,0,0
9,7,2013-12-08,0,0,0,0,0,0
10,7,2013-12-08,0,0,0,0,0,0
11,7,2013-12-08,0,0,0,0,0,0
12,7,2013-12-08,0,0,0,0,0,0
13,7,2013-12-08,0,0,0,0,0,0
14,7,2013-12-08,0,0,0,0,0,0
15,7,2013-12-08,0,0,0,0,0,0
16,7,2013-12-08,0,0,0,0,0,0
17,7,2013-12-08,0,0,0,0,0,0
18,7,2013-12-08,0,0,0,0,0,0
19,7,2013-12-08,0,0,0,0,0,0
20,7,2013-12-08,0,0,0,0,0,0
1,6,2013-12-07,5799,723,1,0,0,0
2,6,2013-12-07,2534,302,1,0,0,0
3,6,2013-12-07,7151,886,1,0,0,0
4,6,2013-12-07,10544,1526,1,0,0,0
5,6,2013-12-07,2228,276,1,0,0,0
6,6,2013-12-07,4437,467,1,0,0,0
7,6,2013-12-07,6733,674,1,0,0,0
8,6,2013-12-07,3881,515,1,0,0,0
9,6,2013-12-07,7046,596,1,0,0,0
10,6,2013-12-07,4966,566,1,0,0,0
11,6,2013-12-07,10893,1418,1,0,0,0
12,6,2013-12-07,7509,984,1,0,0,0
13,6,2013-12-07,4900,389,1,0,0,0
14,6,2013-12-07,4020,448,1,0,0,0
15,6,2013-12-07,5475,625,1,0,0,0
16,6,2013-12-07,5801,614,1,0,0,0
17,6,2013-12-07,3885,454,1,0,0,0
18,6,2013-12-07,4841,514,1,0,0,0
19,6,2013-12-07,4697,432,1,0,0,0
20,6,2013-12-07,5889,571,1,0,0,0
1,5,2013-12-06,6112,673,1,1,0,0
2,5,2013-12-06,4816,544,1,1,0,0
3,5,2013-12-06,8300,859,1,1,0,0
4,5,2013-12-06,10597,1434,1,1,0,0
5,5,2013-12-06,5011,575,1,1,0,0
6,5,2013-12-06,7941,818,1,1,0,0
7,5,2013-12-06,7938,793,1,1,0,0
8,5,2013-12-06,5501,615,1,1,0,0
9,5,2013-12-06,6466,547,1,1,0,0
10,5,2013-12-06,5937,639,1,1,0,0
11,5,2013-12-06,8180,1014,1,1,0,0
12,5,2013-12-06,7173,815,1,1,0,0
13,5,2013-12-06,6272,406,1,1,0,0
14,5,2013-12-06,7142,780,1,1,0,0
15,5,2013-12-06,7045,614,1,1,0,0
16,5,2013-12-06,9005,936,1,1,0,0
17,5,2013-12-06,6388,731,1,1,0,0
18,5,2013-12-06,7361,775,1,1,0,0
19,5,2013-12-06,7973,743,1,1,0,0
20,5,2013-12-06,7389,802,1,1,0,0
1,4,2013-12-05,5691,685,1,1,0,0
2,4,2013-12-05,7163,701,1,1,0,0
3,4,2013-12-05,7872,727,1,1,0,0
4,4,2013-12-05,12178,1558,1,1,0,0
5,4,2013-12-05,7765,753,1,1,0,0
6,4,2013-12-05,9665,980,1,1,0,0
7,4,2013-12-05,9398,844,1,1,0,0
8,4,2013-12-05,7335,751,1,1,0,0
9,4,2013-12-05,6715,559,1,1,0,0
10,4,2013-12-05,6293,621,1,1,0,0
11,4,2013-12-05,8502,930,1,1,0,0
12,4,2013-12-05,9054,900,1,1,0,0
13,4,2013-12-05,6598,446,1,1,0,0
14,4,2013-12-05,7119,732,1,1,0,0
15,4,2013-12-05,7430,635,1,1,0,0
16,4,2013-12-05,11124,1135,1,1,0,0
17,4,2013-12-05,9400,1078,1,1,0,0
18,4,2013-12-05,9174,877,1,1,0,0
19,4,2013-12-05,7944,705,1,1,0,0
20,4,2013-12-05,10709,1135,1,1,0,0
1,3,2013-12-04,5688,627,1,1,0,0
2,3,2013-12-04,8202,854,1,1,0,0
3,3,2013-12-04,9624,948,1,1,0,0
4,3,2013-12-04,10379,1346,1,1,0,0
5,3,2013-12-04,7284,728,1,1,0,0
6,3,2013-12-04,8531,930,1,1,0,0
7,3,2013-12-04,11853,1074,1,1,0,0
8,3,2013-12-04,6884,716,1,1,0,0
9,3,2013-12-04,6470,550,1,1,0,0
10,3,2013-12-04,5291,571,1,1,0,0
11,3,2013-12-04,13963,1584,1,1,0,0
12,3,2013-12-04,12354,1150,1,1,0,0
13,3,2013-12-04,6928,464,1,1,0,0
14,3,2013-12-04,6936,726,1,1,0,0
15,3,2013-12-04,10110,805,1,1,0,0
16,3,2013-12-04,9620,970,1,1,0,0
17,3,2013-12-04,10307,1071,1,1,0,0
18,3,2013-12-04,9590,905,1,1,0,0
19,3,2013-12-04,8430,735,1,1,0,0
20,3,2013-12-04,9219,948,1,1,0,0
1,2,2013-12-03,6293,658,1,1,0,0
2,2,2013-12-03,8137,741,1,1,0,0
3,2,2013-12-03,10485,1039,1,1,0,0
4,2,2013-12-03,12080,1563,1,1,0,0
5,2,2013-12-03,7663,744,1,1,0,0
6,2,2013-12-03,9182,944,1,1,0,0
7,2,2013-12-03,12132,1155,1,1,0,0
8,2,2013-12-03,8255,841,1,1,0,0
9,2,2013-12-03,7711,649,1,1,0,0
10,2,2013-12-03,7223,660,1,1,0,0
11,2,2013-12-03,13827,1632,1,1,0,0
12,2,2013-12-03,11692,1205,1,1,0,0
13,2,2013-12-03,6688,467,1,1,0,0
14,2,2013-12-03,8318,810,1,1,0,0
15,2,2013-12-03,10434,855,1,1,0,0
16,2,2013-12-03,10667,1043,1,1,0,0
17,2,2013-12-03,10769,1145,1,1,0,0
18,2,2013-12-03,9163,838,1,1,0,0
19,2,2013-12-03,8534,781,1,1,0,0
20,2,2013-12-03,10535,1016,1,1,0,0
1,1,2013-12-02,6943,754,1,1,0,0
2,1,2013-12-02,8836,850,1,1,0,0
3,1,2013-12-02,12144,1097,1,1,0,0
4,1,2013-12-02,14106,1741,1,1,0,0
5,1,2013-12-02,9761,878,1,1,0,0
6,1,2013-12-02,10992,1111,1,1,0,0
7,1,2013-12-02,15705,1417,1,1,0,0
8,1,2013-12-02,9550,940,1,1,0,0
9,1,2013-12-02,8623,716,1,1,0,0
10,1,2013-12-02,8101,780,1,1,0,0
11,1,2013-12-02,16727,1892,1,1,0,0
12,1,2013-12-02,13749,1366,1,1,0,0
13,1,2013-12-02,9071,585,1,1,0,0
14,1,2013-12-02,8612,875,1,1,0,0
15,1,2013-12-02,11499,990,1,1,0,0
16,1,2013-12-02,11992,1137,1,1,0,0
17,1,2013-12-02,13442,1313,1,1,0,0
18,1,2013-12-02,11172,957,1,1,0,0
19,1,2013-12-02,10409,910,1,1,0,0
20,1,2013-12-02,10580,1107,1,1,0,0
1,7,2013-12-01,0,0,0,0,0,0
2,7,2013-12-01,0,0,0,0,0,0
3,7,2013-12-01,0,0,0,0,0,0
4,7,2013-12-01,0,0,0,0,0,0
5,7,2013-12-01,0,0,0,0,0,0
6,7,2013-12-01,0,0,0,0,0,0
7,7,2013-12-01,0,0,0,0,0,0
8,7,2013-12-01,0,0,0,0,0,0
9,7,2013-12-01,0,0,0,0,0,0
10,7,2013-12-01,0,0,0,0,0,0
11,7,2013-12-01,0,0,0,0,0,0
12,7,2013-12-01,0,0,0,0,0,0
13,7,2013-12-01,0,0,0,0,0,0
14,7,2013-12-01,0,0,0,0,0,0
15,7,2013-12-01,0,0,0,0,0,0
16,7,2013-12-01,0,0,0,0,0,0
17,7,2013-12-01,0,0,0,0,0,0
18,7,2013-12-01,0,0,0,0,0,0
19,7,2013-12-01,0,0,0,0,0,0
20,7,2013-12-01,0,0,0,0,0,0
1,6,2013-11-30,6373,730,1,0,0,0
2,6,2013-11-30,3343,365,1,0,0,0
3,6,2013-11-30,6960,759,1,0,0,0
4,6,2013-11-30,13394,1826,1,0,0,0
5,6,2013-11-30,2704,260,1,0,0,0
6,6,2013-11-30,5335,568,1,0,0,0
